block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,9B2D81FF1268365847546044CBAD688382D6B664,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,DC00DA048EC40BF29530626601840B18F48AC8A5,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0E311E3634B0F6F5959F9394577233D6882625D0,103CC3FC5E90C04EE208BD0716DC889552926EF8,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,214752CFB2CD5CB00EC625739C224AA406226D0E,305013CCA69866DA942265649D56B57D4F2545CC,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3B9916B501C53E38015676282F14E2AAF025F6C5,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52479C885E73D2F570D47E5F0433785051350DD1,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,95E3F1574DDB503F0380D98A976E0CF8469B874F,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,DB5EF3A174014515A046E80E3164E22414123614,DDF94D41B15E7A77122259D83B2BDCF474540337,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E63597E3F46F3A8C82379A72D37FD7D280E832FA,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,F7DF9EF920DFBCDCA1F382151685A69500BAF630,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,23D4A4484D4D868427369088C4D0A2E56DAAF465,3CC44C72DFD38D8538F1AC2443E540CCA730261C,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,7B0DE97C082AE7911928004FE8B145AA1FF56038,9797557328079BB3D3E588DAD873F0EA6C098C10,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,4544EF788285E35826DB28EC62FD704554CC7156,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,B45362A682176E95B35B2084405D4F50A77F9CCA,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,6406B7B10A978323E679E226F0D3546E0470B864,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,1C4A305A101EDFB122E8C15289F036C98986FCDB
34880,2022/11/23 16:56:25,NEW_VALSET:PCHEIGHT/259775,7DC41EAA94B9376ECA95B3B2F33AE09FEFF02DBC77951C7F79D45FC24196E762,C8B4DB780B804C46B44E74D909CB41F3A4314E961A2F62BAE0121C84B63FAF89,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109880,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,0,90,90,89,89,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,88,91,92,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34885,2022/11/23 16:56:50,NEW_VALSET:PCHEIGHT/259780,50D6CBEA3075DDCFCF113219F815259BDCAB9AE05E23F43AD89DFB6F7A61D599,16426A86743C16F5C623D4C95FC8D26C06D7F8D6FFF6B2E6F0E2753EBC637CB2,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109890,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,0,90,90,89,89,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,88,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34889,2022/11/23 16:57:10,NEW_VALSET:PCHEIGHT/259784,CE0150FC150E303F9AD35082DCC0CD59CC06806C69A915059584B57F34FEDC3E,A699D9C01976888A9A82E5626826FD3684399B21C71B937496EFA619DAD60C17,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109900,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,0,90,90,89,89,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34893,2022/11/23 16:57:31,NEW_VALSET:PCHEIGHT/259788,57D4CF4F698AE71DFA0E22111902B74962D9B84609D990760E4EFCDB149937A5,9BAC12197317D9658370D225BBB5B3060FD24A973C48DB067258AF91ABE8B631,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109910,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,0,90,90,89,89,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34897,2022/11/23 16:57:51,NEW_VALSET:PCHEIGHT/259792,FB87B7230697128375C3216E1FF991D92F4A28C2449B004135B47B198B8C1C1D,4911B3373C4C81F6C73546E2FE0ACA4D36307EE5A5D589797B4C92253AD84CAC,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109920,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,89,89,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34901,2022/11/23 16:58:11,NEW_VALSET:PCHEIGHT/259796,342AA3E7D1048EC9A92D118BB4FD430F3F222B50C53C1D16265FAB37264D7070,BD63553ACEFDAA3405893A4529E53E1C251581D9932495C942261288B5F06722,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109930,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,89,89,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,99,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34905,2022/11/23 16:58:31,NEW_VALSET:PCHEIGHT/259800,634364C91D7A0381B23D06C5E97C277C41A66DA256640814BAE200BC7868F9E2,C958934A513E529AD077A9B82A9D500018BF7541BAE20C493E6364CAEECC8B79,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109940,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,89,89,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,99,90,90,90,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34909,2022/11/23 16:58:51,NEW_VALSET:PCHEIGHT/259804,84F38E0F428662EAE53471E4C5ED0494702166759618FAEEC3C445D353FAC117,03CBDFF6374F87BA7F55140A4C36BE73248B5AA420D6EC8EE9B68AE373F87DA1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109950,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,89,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,99,90,90,90,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34914,2022/11/23 16:59:17,NEW_VALSET:PCHEIGHT/259809,63626222DEB7B44BEFA86DC35F6C328496D8F27317E3FA9A70CBE41517AD29F3,C02014D9FFBC849CED8B49027F13B60D31F355FD0BADED2FE136FD27F345887E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109960,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,99,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,99,90,90,90,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34918,2022/11/23 16:59:37,NEW_VALSET:PCHEIGHT/259813,6CDB3267DCA72F0D96F3FD4346DD7E45A79462092DE6BE58C7E017E4F4E78E05,1E0AA9F560104BB494FBB545584D1866EBFBCA271EA93CFD0750746214D0A9A0,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109970,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,99,90,90,90,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34922,2022/11/23 16:59:57,NEW_VALSET:PCHEIGHT/259817,48B3BDBE8FCDEA89D23741B4ECB658B55FF191736F4CDD19455698C1AEE77507,D43CC0B0AE7ECF916A88B3129E96661B0B7EC42E4A55A2211E73355C311A9C9F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109980,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34926,2022/11/23 17:00:17,NEW_VALSET:PCHEIGHT/259821,1F7D5FC13A6631196F70237716F57B85598EC136D0A8C17872489D18F9C21A85,92DB9FAEBA53D1545AB4BABA8EBA7AED295B68926BA170669AE05B1328788E4A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109990,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,90,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34930,2022/11/23 17:00:37,NEW_VALSET:PCHEIGHT/259825,57BEAF6CFF57D801BA8C34DB19097CCDC37D921AE97310CDB8AF8F53A96B7588,39C77E93ED4677890F07F159D5D03FDFC99C0B281655FD600147AFA62420852D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110000,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,90,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34934,2022/11/23 17:00:58,NEW_VALSET:PCHEIGHT/259829,2648576DFB55E26675A5F01ABD4C616DF8469AF42819CDCD8F8C69BC0CC9E4A3,B49F47A26A648E9488A0C77651E717C1D1DCE2439E4736FDBB2330F51EAEDCDE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110010,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,90,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34938,2022/11/23 17:01:18,NEW_VALSET:PCHEIGHT/259833,A50872AE32B2121AA6DEF20FB0E604D04640D72EC8AB3D2E58CD421E97C6519B,794782D24F90F73E1CC1E5B5728ABBBB466906A674B41238F011E32E5A9C4F78,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110020,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,90,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34942,2022/11/23 17:01:38,NEW_VALSET:PCHEIGHT/259837,DEB7DC2C4F04ADE5CB1847198505A2FF7A3DCFB4265CDFA4BAC835C936664911,06C684E2E1852A84E361A1BB1809852B43E6BA1A311D216D3A5B1EECA372E07A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110030,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,90,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34946,2022/11/23 17:01:58,NEW_VALSET:PCHEIGHT/259841,FCDBE508B2850851672197551C6F1E419CDE4BE06CC3EE2AB256EC373196AF97,05C88391392A9795A88A9303FFDF8780026BACE1B0BBC40E144B504066FA1A25,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110040,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,90,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34950,2022/11/23 17:02:18,NEW_VALSET:PCHEIGHT/259845,7DABDC68DDCF553F13CD8B3BDB83556D06B0351EFB147DDFBAE0D2338C7FCC91,F7158DA034D0DFCBE2D1D96D408DE91C76B3CC47452FCE06C1FCAD0B34A23EF9,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110050,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,90,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34955,2022/11/23 17:02:44,NEW_VALSET:PCHEIGHT/259850,59765AE14876CA6A42626C65A14DE1C5977BEE4E2E0EF87F93B13FBE0605EF09,67D67F3964699A2FCA989ADC3F6B116D08C7C96A56E38F111665FF70448A788B,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110060,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,100,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34959,2022/11/23 17:03:04,NEW_VALSET:PCHEIGHT/259854,A79D6288F4656AA4AEDE2C38BAC7DAB6C4D46ADD312AAEA3861A7748A9E661A2,640A655DD5E7C4487AE596C42E240D7D2596CA0F6BF49671417ED01BBFC6720F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110070,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,90,110,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34963,2022/11/23 17:03:24,NEW_VALSET:PCHEIGHT/259858,60471B7413F72D41DB9C6BA874E1F2C75D0130F6AFEE968096278142B57D43A2,20FDC907AC00A1D1E226A82D9F0DBDA9A0FB397F2BC957632464C137041C7CDB,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110080,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,90,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34967,2022/11/23 17:03:44,NEW_VALSET:PCHEIGHT/259862,96E247DC2837A081049398736946D68A22EAF7E4290899693FA1C6317C9B6044,3206B867547F34FA284D358CF509E970B16D2A9E54F98137C8464AAA1F714622,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110090,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,90,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34971,2022/11/23 17:04:05,NEW_VALSET:PCHEIGHT/259866,6BB52A27821C41DEAADBB1902BB5A096011DA0D5BAA23CB0EEFEBA44E1AD2C64,C83B246AE2087FF7175C0E6E6BE6B005269E5D9649D8AC59140067DA4BDE79C1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110100,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,90,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34975,2022/11/23 17:04:25,NEW_VALSET:PCHEIGHT/259870,776B4BC3D44EC3C0A2695F683FB39CAC913D69545D1CC1785C38139AF6913471,ABC27A39CA5B9CC4D5842A78E349366B4F8854EB64027F8333F4E1C55BD407DD,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110110,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,90,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34979,2022/11/23 17:04:45,NEW_VALSET:PCHEIGHT/259874,1CEDAF6B6F3C05060FE827DE15569CCDC5F5EE9E1E7B39A1C4B2CF882946F585,6B17C237B33296083EF670ACE44ECF7BFAD0E57660A57541A2EAA636AAF90E68,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110120,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,90,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34983,2022/11/23 17:05:05,NEW_VALSET:PCHEIGHT/259878,C7CDA351A94F49D3BADB3D98D616350E1F8D41C172D7EB30EF176A7BAFAECA58,015D3F933F7FD376E4F506280CD46C5C50912F975FB0BDB3F3D8D80006752D5C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110130,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,90,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34987,2022/11/23 17:05:25,NEW_VALSET:PCHEIGHT/259882,D4B94CDB29CA04692606921F32C69FDA579F3D4E5F8BEF2C1B5235B93B6BA8E2,E77696E36F718329014C2678FA04D23626BA233CD3B5EC6AFCA131B2CF8999A9,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670110140,670100004,784,418,310,300,142,104,95,98,90,0,90,90,90,100,90,90,0,90,90,109,99,97,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,98,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,98,91,92,90,100,100,100,98,0,100,100,100,100,100,110,0,100,100,100,100,100,100,100,0,0,92,99,99,90,90,100,99,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
